May 20 11:51:56 localhost app-12: [PolicyManagerApp] <> INFO  Loading Settings...
May 20 11:51:56 localhost app-12: [AppBase] <> INFO  Starting   policy-manager [12] ...
May 20 11:51:56 localhost app-12: [AppBase] <> INFO  Started    policy-manager [12] ...
May 20 13:43:09 localhost app-12: [AppBase] <> INFO  Stopping   policy-manager [12] ...
May 20 13:43:09 localhost app-12: [AppBase] <> INFO  Stopped    policy-manager [12] ...
May 20 13:43:14 localhost app-12: [PolicyManagerApp] <> INFO  Loading Settings...
May 20 13:43:14 localhost app-12: [AppBase] <> INFO  Starting   policy-manager [12] ...
May 20 13:43:14 localhost app-12: [AppBase] <> INFO  Started    policy-manager [12] ...
May 20 13:45:13 localhost app-12: [AppBase] <> INFO  Stopping   policy-manager [12] ...
May 20 13:45:13 localhost app-12: [AppBase] <> INFO  Stopped    policy-manager [12] ...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> INFO  Initializing Settings...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> INFO  Creating the default settings...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> WARN  192.168.252.60
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: wg-quick: `wg0' is not a WireGuard interface
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> ERROR Failed calling WireGuard start script (return code: 1)
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link add wg0 type wireguard
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] wg setconf wg0 /dev/fd/63
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 address add 192.168.64.1 dev wg0
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link set mtu 1500 up dev wg0
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnApp] <> INFO  Loading Settings...
May 21 09:41:30 localhost app-12: [AppBase] <> INFO  Starting   wireguard-vpn [12] ...
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: wg-quick: `wg0' already exists
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> ERROR Failed calling WireGuard start script (return code: 1)
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [AppBase] <> INFO  Started    wireguard-vpn [12] ...
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link delete dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link add wg0 type wireguard
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] wg setconf wg0 /dev/fd/63
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 address add 192.168.64.1 dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link set mtu 1500 up dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 route add 192.168.64.3/32 dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Stopping   wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [WireGuardVpnMonitor] <> INFO  WireGuardVpn monitor was interrupted
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link delete dev wg0
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Stopped    wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Destroying wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Destroyed  wireguard-vpn [12] ...
Aug  6 09:57:56 localhost app-12: [ReportsApp] <> INFO  Loading Settings...
Aug  6 09:57:56 localhost app-12: [ReportsManagerImpl] <> INFO  Creating Schema: 
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.device_table_updates_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.device_table_updates)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX device_table_updates_2020_08_07_time_stamp_idx ON reports.device_table_updates_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.user_table_updates_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.user_table_updates)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX user_table_updates_2020_08_06_time_stamp_idx ON reports.user_table_updates_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.user_table_updates_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.user_table_updates)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX user_table_updates_2020_08_07_time_stamp_idx ON reports.user_table_updates_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.alerts_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.alerts)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX alerts_2020_08_06_time_stamp_idx ON reports.alerts_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.alerts_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.alerts)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX alerts_2020_08_07_time_stamp_idx ON reports.alerts_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.settings_changes_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.settings_changes)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX settings_changes_2020_08_06_time_stamp_idx ON reports.settings_changes_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.settings_changes_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.settings_changes)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX settings_changes_2020_08_07_time_stamp_idx ON reports.settings_changes_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.tunnel_vpn_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.tunnel_vpn_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX tunnel_vpn_events_2020_08_06_time_stamp_idx ON reports.tunnel_vpn_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX tunnel_vpn_events_2020_08_06_event_id_unique_idx ON reports.tunnel_vpn_events_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.tunnel_vpn_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.tunnel_vpn_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX tunnel_vpn_events_2020_08_07_time_stamp_idx ON reports.tunnel_vpn_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX tunnel_vpn_events_2020_08_07_event_id_unique_idx ON reports.tunnel_vpn_events_2020_08_07(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.tunnel_vpn_stats_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.tunnel_vpn_stats)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX tunnel_vpn_stats_2020_08_06_time_stamp_idx ON reports.tunnel_vpn_stats_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX tunnel_vpn_stats_2020_08_06_event_id_unique_idx ON reports.tunnel_vpn_stats_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.tunnel_vpn_stats_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.tunnel_vpn_stats)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX tunnel_vpn_stats_2020_08_07_time_stamp_idx ON reports.tunnel_vpn_stats_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX tunnel_vpn_stats_2020_08_07_event_id_unique_idx ON reports.tunnel_vpn_stats_2020_08_07(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.server_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.server_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX server_events_2020_08_06_time_stamp_idx ON reports.server_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.server_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.server_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX server_events_2020_08_07_time_stamp_idx ON reports.server_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.interface_stat_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.interface_stat_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX interface_stat_events_2020_08_06_time_stamp_idx ON reports.interface_stat_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.interface_stat_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.interface_stat_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX interface_stat_events_2020_08_07_time_stamp_idx ON reports.interface_stat_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.wireguard_vpn_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.wireguard_vpn_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX wireguard_vpn_events_2020_08_06_time_stamp_idx ON reports.wireguard_vpn_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX wireguard_vpn_events_2020_08_06_event_id_unique_idx ON reports.wireguard_vpn_events_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.wireguard_vpn_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.wireguard_vpn_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX wireguard_vpn_events_2020_08_07_time_stamp_idx ON reports.wireguard_vpn_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX wireguard_vpn_events_2020_08_07_event_id_unique_idx ON reports.wireguard_vpn_events_2020_08_07(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.wireguard_vpn_stats_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.wireguard_vpn_stats)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX wireguard_vpn_stats_2020_08_06_time_stamp_idx ON reports.wireguard_vpn_stats_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX wireguard_vpn_stats_2020_08_06_event_id_unique_idx ON reports.wireguard_vpn_stats_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.wireguard_vpn_stats_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.wireguard_vpn_stats)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX wireguard_vpn_stats_2020_08_07_time_stamp_idx ON reports.wireguard_vpn_stats_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX wireguard_vpn_stats_2020_08_07_event_id_unique_idx ON reports.wireguard_vpn_stats_2020_08_07(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.captive_portal_user_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.captive_portal_user_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX captive_portal_user_events_2020_08_06_time_stamp_idx ON reports.captive_portal_user_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX captive_portal_user_events_2020_08_06_event_id_unique_idx ON reports.captive_portal_user_events_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.captive_portal_user_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.captive_portal_user_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX captive_portal_user_events_2020_08_07_time_stamp_idx ON reports.captive_portal_user_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX captive_portal_user_events_2020_08_07_event_id_unique_idx ON reports.captive_portal_user_events_2020_08_07(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.http_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.http_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_time_stamp_idx ON reports.http_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX http_events_2020_08_06_request_id_unique_idx ON reports.http_events_2020_08_06(request_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_session_id_idx ON reports.http_events_2020_08_06(session_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_policy_id_idx ON reports.http_events_2020_08_06(policy_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_host_idx ON reports.http_events_2020_08_06(host)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_domain_idx ON reports.http_events_2020_08_06(domain)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_username_idx ON reports.http_events_2020_08_06(username)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_hostname_idx ON reports.http_events_2020_08_06(hostname)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_c_client_addr_idx ON reports.http_events_2020_08_06(c_client_addr)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_client_intf_idx ON reports.http_events_2020_08_06(client_intf)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_server_intf_idx ON reports.http_events_2020_08_06(server_intf)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_web_filter_blocked_idx ON reports.http_events_2020_08_06(web_filter_blocked)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_web_filter_flagged_idx ON reports.http_events_2020_08_06(web_filter_flagged)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_web_filter_category_id_idx ON reports.http_events_2020_08_06(web_filter_category_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_virus_blocker_clean_idx ON reports.http_events_2020_08_06(virus_blocker_clean)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_virus_blocker_lite_clean_idx ON reports.http_events_2020_08_06(virus_blocker_lite_clean)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_threat_prevention_flagged_idx ON reports.http_events_2020_08_06(threat_prevention_flagged)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_threat_prevention_blocked_idx ON reports.http_events_2020_08_06(threat_prevention_blocked)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_06_ad_blocker_action_idx ON reports.http_events_2020_08_06(ad_blocker_action)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.http_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.http_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_time_stamp_idx ON reports.http_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX http_events_2020_08_07_request_id_unique_idx ON reports.http_events_2020_08_07(request_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_session_id_idx ON reports.http_events_2020_08_07(session_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_policy_id_idx ON reports.http_events_2020_08_07(policy_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_host_idx ON reports.http_events_2020_08_07(host)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_domain_idx ON reports.http_events_2020_08_07(domain)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_username_idx ON reports.http_events_2020_08_07(username)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_hostname_idx ON reports.http_events_2020_08_07(hostname)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_c_client_addr_idx ON reports.http_events_2020_08_07(c_client_addr)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_client_intf_idx ON reports.http_events_2020_08_07(client_intf)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_server_intf_idx ON reports.http_events_2020_08_07(server_intf)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_web_filter_blocked_idx ON reports.http_events_2020_08_07(web_filter_blocked)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_web_filter_flagged_idx ON reports.http_events_2020_08_07(web_filter_flagged)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_web_filter_category_id_idx ON reports.http_events_2020_08_07(web_filter_category_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_virus_blocker_clean_idx ON reports.http_events_2020_08_07(virus_blocker_clean)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_virus_blocker_lite_clean_idx ON reports.http_events_2020_08_07(virus_blocker_lite_clean)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_threat_prevention_flagged_idx ON reports.http_events_2020_08_07(threat_prevention_flagged)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_threat_prevention_blocked_idx ON reports.http_events_2020_08_07(threat_prevention_blocked)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_events_2020_08_07_ad_blocker_action_idx ON reports.http_events_2020_08_07(ad_blocker_action)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.http_query_events_2020_08_06 (CHECK (time_stamp >= '2020-08-06 00:00:00.00' AND time_stamp < '2020-08-07 00:00:00.00')) INHERITS (reports.http_query_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_query_events_2020_08_06_time_stamp_idx ON reports.http_query_events_2020_08_06(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX http_query_events_2020_08_06_request_id_unique_idx ON reports.http_query_events_2020_08_06(request_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX http_query_events_2020_08_06_event_id_unique_idx ON reports.http_query_events_2020_08_06(event_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_query_events_2020_08_06_session_id_idx ON reports.http_query_events_2020_08_06(session_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_query_events_2020_08_06_policy_id_idx ON reports.http_query_events_2020_08_06(policy_id)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE  TABLE reports.http_query_events_2020_08_07 (CHECK (time_stamp >= '2020-08-07 00:00:00.00' AND time_stamp < '2020-08-08 00:00:00.00')) INHERITS (reports.http_query_events)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE INDEX http_query_events_2020_08_07_time_stamp_idx ON reports.http_query_events_2020_08_07(time_stamp)
Aug  6 09:58:03 localhost app-12: [ReportsApp] <> INFO  Tables: CREATE UNIQUE INDEX http_query_events_2020_08_07_request_id_unique_idx ON reports.http_query_events_2020_08_07(request_id)
